Locus_tag	start	stop	strand	KEGG_definition	Knumber	gene_name	COG_category
DLM_2963	3138521	3139516	-	iron complex transport system permease protein	K02015	fepD	P
DLM_2964	3139513	3140289	-	iron complex transport system substrate-binding protein	K02016	chuT	P
DLM_2965	3140297	3141340	-	putative hemin transport protein	K07225	hemS	P
DLM_2966	3141352	3143478	-	hemoglobin/transferrin/lactoferrin receptor protein	K16087	cirA	P
DLM_2967	3143748	3144410	+	"two-component system, OmpR family, response regulator"	K02483	ompR	TK
DLM_2968	3144397	3145791	+		  	baeS	T
DLM_2969	3145801	3146391	-	heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]	K07215	hemO	P
DLM_2970	3146621	3148021	-	GABA permease	K11735	ansP	E
DLM_2971	3148236	3149501	-	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]	K07250/K00823	gabT	E
DLM_2972	3149668	3149784	-	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	K17103	  	  
DLM_2973	3149786	3149911	-	uncharacterized protein	K09927/K03439	  	  
DLM_2974	3150072	3151223	+	alcohol dehydrogenase [EC:1.1.1.1]	K13954	eutG	C
DLM_2975	3151343	3151741	-	type IV pilus assembly protein PilE	K02655	pilE	NU
DLM_2976	3151750	3154365	-	type IV pilus assembly protein PilY1	K02674	pilY1	NU
DLM_2977	3154764	3155309	-	type IV pilus assembly protein PilX	K02673	pilX	NU
DLM_2978	3155291	3156256	-	type IV pilus assembly protein PilW	K02672	pilW	NU
DLM_2979	3156265	3156882	-	type IV pilus assembly protein PilV	K02671	pilV	NU
DLM_2980	3156879	3157481	-	type IV fimbrial biogenesis protein FimT	K08084	fimT	NU
DLM_2981	3158108	3158719	+	"TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"	K16137	acrR	K
DLM_2982	3158821	3159561	+	FMN reductase [NAD(P)H] [EC:1.5.1.39]	K19286	nfnB	C
DLM_2983	3159595	3160695	+	N-ethylmaleimide reductase [EC:1.-.-.-]	K10680	nemA	C
DLM_2984	3160767	3161444	+		  	thiJ	R
DLM_2985	3161509	3162444	-	diacylglycerol kinase (ATP) [EC:2.7.1.107]	K07029	lCB5	IR
DLM_2986	3162452	3162709	-	O-acetylserine/cysteine efflux transporter	K15268/K00767	  	  
DLM_2987	3162760	3163464	+	7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	K06920	COG0603	R
DLM_2988	3163466	3164497	+	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	K01737	COG0720	H
DLM_2989	3164494	3165129	+	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	K10026	nrdG	O
DLM_2990	3165384	3165650	+	mercuric ion transport protein	K19058	COG5572	S
DLM_2991	3165751	3166005	+	mercuric ion transport protein	K19058	COG5572	S
DLM_2992	3166072	3166902	+	uncharacterized protein	K09930	COG3220	S
DLM_2993	3166892	3167641	+		  	  	  
DLM_2994	3167713	3168177	+	putative oxidoreductase	K15977	COG2259	S
DLM_2995	3168271	3169113	+	phosphoserine phosphatase [EC:3.1.3.3]	K01079	serB	E
DLM_2996	3169139	3169651	+		  	  	  
DLM_2997	3169741	3170669	+	diguanylate cyclase [EC:2.7.7.65]	K18968	COG2199	T
DLM_2998	3170701	3172086	-	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]	K02558	murC	M
DLM_2999	3172087	3172290	+	thyrotropin-releasing hormone receptor	K04282	  	  
DLM_3000	3172242	3172928	+	phospholipase/carboxylesterase	K06999	COG0400	R
DLM_3001	3172993	3174393	-		  	arsB	P
DLM_3002	3174515	3174904	-	lactoylglutathione lyase [EC:4.4.1.5]	K01759	gloA	E
DLM_3003	3174946	3175608	-	UTP pyrophosphatase [EC:3.6.1.-]	K07043	COG1451	R
DLM_3004	3175616	3176386	-	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	K00655	plsC	I
DLM_3005	3176416	3176952	-	"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"	K03273	hisB	E
DLM_3006	3177060	3179120	-	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	K01879	glyS	J
DLM_3007	3179124	3179558	-	protein SMG8	K18734	  	  
DLM_3008	3179565	3180389	-	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	K01878	glyQ	J
DLM_3009	3180348	3180503	+	ATP-dependent RNA helicase DDX49/DBP8 [EC:3.6.4.13]	K14778	  	  
DLM_3010	3180560	3181897	-	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	K00231	hemY	H
DLM_3011	3181922	3182092	-	tumor protein p53-inducible nuclear protein 1	K15310/K00986	  	  
DLM_3012	3182117	3183142	-	threonine 3-dehydrogenase [EC:1.1.1.103]	K00060	tdh	ER
DLM_3013	3183205	3184404	-	glycine C-acetyltransferase [EC:2.3.1.29]	K00639	bioF	H
DLM_3014	3184710	3185639	-	carnitine monooxygenase subunit [EC:1.14.13.239]	K22444	fdx	C
DLM_3015	3185849	3186967	-	carnitine monooxygenase subunit [EC:1.14.13.239]	K22443	hcaE	PR
DLM_3016	3187108	3188073	-	acetyl esterase [EC:3.1.1.-]	K01066	aes	I
DLM_3017	3188073	3189644	-	"betaine/carnitine transporter, BCCT family"	K03451	betT	M
DLM_3018	3189756	3190859	-	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	K07246	leuB	CE
DLM_3019	3190970	3191875	+	"LysR family transcriptional regulator, transcriptional activator for dmlA"	K16135	lysR	K
DLM_3020	3191897	3192106	-	transmembrane protein 132	K17599/K03286	  	  
DLM_3021	3192170	3193174	-	porphobilinogen synthase [EC:4.2.1.24]	K01698	hemB	H
DLM_3022	3193203	3193487	+	mothers against decapentaplegic homolog 6	K04677/K03593	  	  
DLM_3023	3193783	3194892	+		  	ompC	M
DLM_3024	3195037	3196164	-	molecular chaperone DnaJ	K03686	dnaJ	O
DLM_3025	3196295	3198214	-	molecular chaperone DnaK	K04043	dnaK	O
DLM_3026	3198348	3198893	-	molecular chaperone GrpE	K03687	  	O
DLM_3027	3199347	3200645	+	isocitrate lyase [EC:4.1.3.1]	K01637	aceA	C
DLM_3028	3200875	3201429	+	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	K03809	wrbA	R
DLM_3029	3201496	3202893	-	"basic amino acid/polyamine antiporter, APA family"	K03294	potE	E
DLM_3030	3203357	3204253	-		  	lysR	K
DLM_3031	3204301	3204423	-	"alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8E) [EC:2.4.99.-]"	K03369	  	  
DLM_3032	3204403	3205998	+	malate synthase [EC:2.3.3.9]	K01638	aceB	C
DLM_3033	3206335	3207294	+	putative tryptophan/tyrosine transport system substrate-binding protein	K01989	COG2984	R
DLM_3034	3207425	3208327	+	putative tryptophan/tyrosine transport system permease protein	K05832	COG4120	R
DLM_3035	3208324	3209118	+	putative tryptophan/tyrosine transport system ATP-binding protein	K05833	  	R
DLM_3036	3209257	3209952	+		  	COG3471	S
DLM_3037	3210047	3210658	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
DLM_3038	3210718	3211047	-	small multidrug resistance family-3 protein	K09771	COG1742	S
DLM_3039	3211100	3211987	-	"LysR family transcriptional regulator, glycine cleavage system transcriptional activator"	K03566	lysR	K
DLM_3040	3212082	3212345	+	phospholipid-translocating ATPase [EC:7.6.2.1]	K01530/K16011	  	  
DLM_3041	3212361	3213086	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
DLM_3042	3213324	3215276	-	molecular chaperone HtpG	K04079	htpG	O
DLM_3043	3215341	3215604	-	xanthine dehydrogenase accessory factor	K07402	xdhC	O
DLM_3044	3215874	3217229	-	uric acid transporter	K24206	uraA	F
DLM_3045	3217363	3217872	-	ureidoglycolate lyase [EC:4.3.2.3]	K01483	dAL3	F
DLM_3046	3217914	3218954	-	allantoicase [EC:3.5.3.4]	K01477	alc	F
DLM_3047	3219012	3219635	-	homoserine/homoserine lactone efflux protein	K05834	rhtB	E
DLM_3048	3219632	3220162	-	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]	K13485/K06016	COG3195	S
DLM_3049	3220159	3221097	-	allantoinase [EC:3.5.2.5]	K16842	cDA1	G
DLM_3050	3221123	3221893	-		  	gntR	K
DLM_3051	3222041	3222394	+	5-hydroxyisourate hydrolase [EC:3.5.2.17]	K07127	COG2351	R
DLM_3052	3222423	3223682	+		  	COG3748	S
DLM_3053	3223655	3223804	-	MKL/myocardin-like protein	K22525	  	  
DLM_3054	3224046	3224930	-	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	K00042	mmsB	I
DLM_3055	3224951	3225730	-	hydroxypyruvate isomerase [EC:5.3.1.22]	K01816	hfi	G
DLM_3056	3225761	3227506	-	tartronate-semialdehyde synthase [EC:4.1.1.47]	K01608	COG3960	R
DLM_3057	3227866	3228633	+	"IclR family transcriptional regulator, acetate operon repressor"	K13641	iclR	K
DLM_3058	3228705	3229622	-	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	K03527	lytB	IM
DLM_3059	3229686	3230189	-	signal peptidase II [EC:3.4.23.36]	K03101	  	MU
DLM_3060	3230252	3233038	-	isoleucyl-tRNA synthetase [EC:6.1.1.5]	K01870	ileS	J
DLM_3061	3233035	3233895	-	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	K11753	  	H
DLM_3062	3234101	3234778	-	"OmpA-OmpF porin, OOP family"	K03286	ompA	M
DLM_3063	3235017	3235529	-		  	COG3749	S
DLM_3064	3235513	3237171	-	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	K00381	cysI	P
DLM_3065	3237218	3237922	-	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	K00390	cysH	EH
DLM_3066	3238044	3238988	+	"LysR family transcriptional regulator, cys regulon transcriptional activator"	K13634	lysR	K
DLM_3067	3239062	3239802	-	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	K00059/K13370	fabG	IQR
DLM_3068	3240073	3241704	-	"ATP-binding cassette, subfamily F, member 3"	K06158	uup	R
DLM_3069	3241879	3242754	+	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	K01714	  	EM
DLM_3070	3242780	3243946	+	outer membrane protein assembly factor BamC	K07287	nlpB	M
DLM_3071	3244079	3244291	-	glutamine transport system substrate-binding protein	K10036/K07810	  	  
DLM_3072	3244557	3245690	-	50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	K18850	COG2850	S
DLM_3073	3245689	3245829	+	crossover junction endonuclease MUS81 [EC:3.1.22.-]	K08991	  	  
DLM_3074	3245829	3246308	+	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	K03775	slpA	O
DLM_3075	3246594	3247421	-	release factor glutamine methyltransferase [EC:2.1.1.297]	K02493	hemK	J
DLM_3076	3247422	3248825	-	magnesium transporter	K06213	mgtE	P
DLM_3077	3249029	3249712	-	monofunctional glycosyltransferase [EC:2.4.1.129]	K03814	mrcB	M
DLM_3078	3249717	3250538	-	shikimate dehydrogenase [EC:1.1.1.25]	K00014	aroE	E
DLM_3079	3250665	3251117	-		  	pspE	P
DLM_3080	3251401	3252819	+	glutamine synthetase [EC:6.3.1.2]	K01915	glnA	E
DLM_3081	3252926	3253348	-		  	  	  
DLM_3082	3253600	3254097	+		  	  	  
DLM_3083	3254198	3255253	+	"two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"	K07708	ntrB	T
DLM_3084	3255280	3256737	+	"two-component system, NtrC family, nitrogen regulation response regulator GlnG"	K07712	ntrC	T
DLM_3085	3256749	3257666	-	"LysR family transcriptional regulator, regulator for metE and metH"	K03576	lysR	K
DLM_3086	3257780	3260062	+	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	K00549	metE	E
DLM_3087	3260452	3260916	-	phosphohistidine phosphatase [EC:3.1.3.-]	K08296	sixA	T
DLM_3088	3261071	3261784	-		  	lrgB	M
DLM_3089	3261781	3262137	-	holin-like protein	K06518	COG1380	R
DLM_3090	3262264	3263700	+	4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	K03179	ubiA	H
DLM_3091	3264613	3264729	-	E3 ubiquitin-protein ligase NEDD4 [EC:2.3.2.26]	K10591/K07079	  	  
DLM_3092	3264852	3265457	+	protocadherin delta 2	K16499	COG3617	K
DLM_3093	3266574	3267002	-		  	  	  
DLM_3094	3267005	3267946	-	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	K03574	mutT	LR
DLM_3095	3267964	3268845	-	S-adenosylmethionine uptake transporter	K15270	rhaT	GER
DLM_3096	3268842	3269720	-	uncharacterized protein	K06923	COG2607	R
DLM_3097	3269788	3270474	-		  	serB	E
DLM_3098	3270471	3271148	-	DnaA-homolog protein	K10763	  	L
DLM_3099	3271241	3271414	+	uncharacterized protein	K07071/K02004	  	  
DLM_3100	3271453	3272490	+	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	K01933	purM	F
DLM_3101	3272584	3273213	+	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	K11175	purN	F
DLM_3102	3273227	3274393	+		  	  	  
DLM_3103	3274393	3275652	+	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	K03500	sun	J
DLM_3104	3275758	3277116	+		  	eriC	P
DLM_3105	3277211	3277522	+	monothiol glutaredoxin	K07390	COG0278	O
DLM_3106	3277685	3278530	+	"two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]"	K11527	rtn	T
DLM_3107	3278661	3279293	+	uracil phosphoribosyltransferase [EC:2.4.2.9]	K00761	upp	F
DLM_3108	3279394	3280035	+		  	  	  
DLM_3109	3280097	3281341	+	uracil permease	K02824	uraA	F
DLM_3110	3281627	3282145	-	L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-]	K03825	rimL	J
DLM_3111	3282142	3282654	-	L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-]	K03825	rimL	J
DLM_3112	3282798	3285626	-	D-lactate dehydrogenase	K18930	nuoI	C
DLM_3113	3285808	3286386	+		  	pncA	Q
DLM_3114	3286619	3287455	+	beta-glucoside operon transcriptional antiterminator	K03488	bglG	K
DLM_3115	3287654	3289516	+	beta-glucoside PTS system EIICBA component [EC:2.7.1.-]	K02757	ptsG	G
DLM_3116	3289527	3290936	+	6-phospho-beta-glucosidase [EC:3.2.1.86]	K01223	bglB	G
DLM_3117	3290933	3292258	+		  	  	  
DLM_3118	3292296	3293138	+	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"	K01834	phoE	G
DLM_3119	3293135	3294520	+	porin	K07267	oprB	M
DLM_3120	3294975	3295304	+		  	COG4390	S
DLM_3121	3295392	3296639	-	tyrosine-specific transport protein	K03834	sdaC	E
DLM_3122	3296712	3297062	-	transcriptional activator MN1	K22543/K06182	  	  
DLM_3123	3297081	3298520	-	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	K09471	dadA	E
DLM_3124	3298823	3299272	-	large subunit ribosomal protein L9	K02939	rplI	J
DLM_3125	3299291	3299518	-	small subunit ribosomal protein S18	K02963	rpsR	J
DLM_3126	3299524	3299823	-	primosomal replication protein N	K02686	  	L
DLM_3127	3299842	3300219	-	small subunit ribosomal protein S6	K02990	  	J
DLM_3128	3300373	3300648	-	RCR-type E3 ubiquitin transferase [EC:2.3.2.33]	K10693/K03394	  	  
DLM_3129	3300742	3301068	-	"CsoR family transcriptional regulator, copper-sensing transcriptional repressor"	K21600	COG1937	S
DLM_3130	3301146	3302648	-	suppressor of ftsI	K04753/K08100	sufI	Q
DLM_3131	3303023	3303844	-	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	K03218	spoU	J
DLM_3132	3303863	3307114	-	diguanylate cyclase [EC:2.7.7.65]	K21023	COG5001	T
DLM_3133	3307331	3310732	+	transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	K03723	mfd	LK
DLM_3134	3310965	3311738	-	enoyl-CoA hydratase [EC:4.2.1.17]	K01692	caiD	I
DLM_3135	3311750	3312955	-	acetyl-CoA acyltransferase [EC:2.3.1.16]	K00632/K07823	paaJ	I
DLM_3136	3312983	3313762	-	enoyl-CoA hydratase [EC:4.2.1.17]	K01692	caiD	I
DLM_3137	3313725	3314387	-		  	acrR	K
DLM_3138	3314467	3315534	-	"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE"	K02613	fdx	C
DLM_3139	3315579	3316076	-	"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD"	K02612	paaD	R
DLM_3140	3316089	3316847	-	"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]"	K02611	COG3396	S
DLM_3141	3316859	3317356	-	"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB"	K02610	COG3460	Q
DLM_3142	3317373	3318359	-	"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]"	K02609	COG3396	S
DLM_3143	3318545	3319855	-	phenylacetate-CoA ligase [EC:6.2.1.30]	K01912	paaK	H
DLM_3144	3320050	3321576	-	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	K00074	fadB	I
DLM_3145	3321578	3322375	-	"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]"	K15866	caiD	I
DLM_3146	3322651	3324318	+		  	putA	C
DLM_3147	3324379	3324987	+	phenylacetic acid degradation protein	K02617/K08279	paaY	R
DLM_3148	3325052	3325360	+		  	COG3162	S
DLM_3149	3325357	3327024	+	cation/acetate symporter	K14393	dhlC	R
DLM_3150	3327181	3327891	+	"ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]"	K01358	clpP	OU
DLM_3151	3328009	3328338	-		  	  	  
DLM_3152	3328460	3331126	-	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	K04072	putA	C
DLM_3153	3331547	3332614	-	carbonic anhydrase [EC:4.2.1.1]	K01673	cynT	P
DLM_3154	3332817	3333701	-		  	rhaT	GER
DLM_3155	3333772	3334383	-		  	fabG	IQR
DLM_3156	3334583	3335569	+		  	lysR	K
DLM_3157	3335695	3336876	+	3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	K03184	ubiH	HC
DLM_3158	3336963	3337307	-		  	COG3111	S
DLM_3159	3337481	3339868	-	"pyruvate, water dikinase [EC:2.7.9.2]"	K01007	ppsA	G
DLM_3160	3340202	3341023	+	"[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]"	K09773	COG1806	S
DLM_3161	3341604	3342626	+	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	K01867	trpS	J
DLM_3162	3342694	3343008	+	isochorismate pyruvate lyase [EC:4.2.99.21]	K04782	pheA	E
DLM_3163	3343044	3343517	+	CreA protein	K05805	creA	S
DLM_3164	3343524	3344246	+		  	COG1434	S
DLM_3165	3344243	3345040	-	"phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"	K06167	phnP	R
DLM_3166	3345045	3345836	-	TatD DNase family protein [EC:3.1.21.-]	K03424	tatD	L
DLM_3167	3345887	3346252	-	type IV pilus assembly protein PilZ	K02676	pilZ	NU
DLM_3168	3346320	3347321	-	DNA polymerase III subunit delta' [EC:2.7.7.7]	K02341	  	L
DLM_3169	3347321	3347950	-	dTMP kinase [EC:2.7.4.9]	K00943	tmk	F
DLM_3170	3347943	3348932	-	UPF0755 protein	K07082	COG1559	R
DLM_3171	3349233	3349877	+		  	  	  
DLM_3172	3350032	3350301	+		  	  	  
DLM_3173	3350447	3351172	+	"GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"	K05799	fadR	K
DLM_3174	3351169	3352449	+	"MFS transporter, CP family, cyanate transporter"	K03449	cynX	P
DLM_3175	3352469	3352993	-		  	  	  
DLM_3176	3353060	3355546	-	putative ABC transport system permease protein	K02004	COG3127	Q
DLM_3177	3355543	3356235	-	putative ABC transport system ATP-binding protein	K02003	COG4181	Q
DLM_3178	3356236	3356835	+	acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]	K10804	tesA	E
DLM_3179	3356840	3358096	-	diguanylate cyclase [EC:2.7.7.65]	K21019	COG2199	T
DLM_3180	3358093	3359268	-	diguanylate cyclase [EC:2.7.7.65]	K21019	COG2199	T
DLM_3181	3359427	3360041	-	peroxiredoxin 2/4 [EC:1.11.1.24]	K03386	ahpC	O
DLM_3182	3360336	3362138	-	aspartyl-tRNA synthetase [EC:6.1.1.12]	K01876	  	J
DLM_3183	3362216	3362854	-		  	COG2928	S
DLM_3184	3362876	3363115	-		  	  	S
DLM_3185	3363390	3364166	+	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	K00208	fabI	I
DLM_3186	3364233	3365162	+	phosphate acetyltransferase [EC:2.3.1.8]	K00625/K00634	pta	C
DLM_3187	3365159	3366316	+	acetate kinase [EC:2.7.2.1]	K00925	ackA	C
DLM_3188	3366437	3366700	-	small subunit ribosomal protein S20	K02968	  	J
DLM_3189	3366823	3368358	+	putative peptidoglycan lipid II flippase	K03980	mviN	R
DLM_3190	3368362	3369123	+	uncharacterized protein	K07052	  	  
DLM_3191	3369170	3370009	+	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	K06879	COG0780	R
DLM_3192	3370057	3370170	-	"ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein"	K15628/K00058	  	  
DLM_3193	3370242	3370403	-	tricarballylate dehydrogenase	K13796/K11902	  	  
DLM_3194	3370658	3371338	-	tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	K06177	rluA	J
DLM_3195	3371503	3372213	+	misacylated tRNA(Ala) deacylase [EC:3.1.1.-]	K07050	COG2872	R
DLM_3196	3372292	3374256	-	topoisomerase IV subunit B [EC:5.6.2.2]	K02622	gyrB	L
DLM_3197	3374407	3375075	-	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	K08311	mutT	LR
DLM_3198	3375372	3376700	+	glutamine synthetase [EC:6.3.1.2]	K01915/K09470	glnA	E
DLM_3199	3376711	3378027	+	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	K09471	dadA	E
DLM_3200	3378129	3379475	+	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	K00998	cls	I
DLM_3201	3379544	3380074	-	histone deacetylase 7 [EC:3.5.1.98]	K11408/K07240	  	  
DLM_3207	3386135	3386320	-	uncharacterized protein	K07137/K02051	  	  
DLM_3208	3386317	3386706	-	thioredoxin 1	K03671/K00384	COG3118	O
DLM_3209	3386832	3387179	-	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]	K01826	hpaF	E
DLM_3210	3387181	3388131	-	23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	K06969	COG1092	R
DLM_3211	3388249	3388743	-	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	K00954/K03574	coaD	H
DLM_3212	3388953	3389924	-	dipeptide transport system ATP-binding protein	K12372	appF	E
DLM_3213	3389924	3390895	-	dipeptide transport system ATP-binding protein	K12371	dppD	EP
