"nc"	"X3hControl"	"X3hMedium"	"X3hPlant"	"X7dControl"	"X7dMedium"	"X7dPlant"	"Library"	"Locus_tag"	"start"	"stop"	"strand"	"KEGG_definition"	"Knumber"	"gene_name"	"COG_category"
3097981	477	468	28	504	616	74	731	DLM_2924	3097506	3098258	-	trans-aconitate 3-methyltransferase [EC:2.1.1.145]	K22438	ubiE	H
3098011	748	684	52	721	751	62	1113	DLM_2924	3097506	3098258	-	trans-aconitate 3-methyltransferase [EC:2.1.1.145]	K22438	ubiE	H
3098039	3	1	0	2	2	0	2	DLM_2924	3097506	3098258	-	trans-aconitate 3-methyltransferase [EC:2.1.1.145]	K22438	ubiE	H
3098212	260	232	9	291	320	16	441	DLM_2924	3097506	3098258	-	trans-aconitate 3-methyltransferase [EC:2.1.1.145]	K22438	ubiE	H
3098375	31	34	0	25	25	1	39								
3098469	449	450	43	149	147	3	641								
3098582	192	201	5	159	180	2	356	DLM_2925	3098581	3099042	-	uncharacterized protein	K09768	COG1671	S
3098623	660	645	49	477	539	37	965	DLM_2925	3098581	3099042	-	uncharacterized protein	K09768	COG1671	S
3098658	2	4	0	3	7	0	2	DLM_2925	3098581	3099042	-	uncharacterized protein	K09768	COG1671	S
3098817	834	856	36	636	672	25	1435	DLM_2925	3098581	3099042	-	uncharacterized protein	K09768	COG1671	S
3098912	1020	951	73	724	837	40	1561	DLM_2925	3098581	3099042	-	uncharacterized protein	K09768	COG1671	S
3098964	354	313	23	285	266	16	502	DLM_2925	3098581	3099042	-	uncharacterized protein	K09768	COG1671	S
3099063	1187	1085	85	785	882	19	1861								
3099116	8	1	0	3	0	0	5								
3099142	785	701	100	604	611	45	1140								
3099150	411	424	10	291	320	229	619								
3099168	1127	1091	84	690	681	28	1711								
3099170	493	534	43	424	428	7	787								
3099173	1307	1254	106	798	814	27	2091								
3099344	328	310	21	173	174	3	435	DLM_2926	3099244	3100392	+	two-component system, HptB-dependent secretion and biofilm response regulator	K20977	rsbU	TK
3099539	4	0	0	1	0	0	5	DLM_2926	3099244	3100392	+	two-component system, HptB-dependent secretion and biofilm response regulator	K20977	rsbU	TK
3099969	113	66	13	89	67	1	163	DLM_2926	3099244	3100392	+	two-component system, HptB-dependent secretion and biofilm response regulator	K20977	rsbU	TK
3100072	897	859	88	655	637	35	1317	DLM_2926	3099244	3100392	+	two-component system, HptB-dependent secretion and biofilm response regulator	K20977	rsbU	TK
3100362	1247	1215	113	909	899	26	2085	DLM_2926	3099244	3100392	+	two-component system, HptB-dependent secretion and biofilm response regulator	K20977	rsbU	TK
3100364	622	558	42	529	491	23	1002	DLM_2926	3099244	3100392	+	two-component system, HptB-dependent secretion and biofilm response regulator	K20977	rsbU	TK
3100379	11	8	0	4	10	0	17	DLM_2926	3099244	3100392	+	two-component system, HptB-dependent secretion and biofilm response regulator	K20977	rsbU	TK
3100428	422	373	0	217	229	6	583	DLM_2927	3100427	3101119	-	putative protein-disulfide isomerase	K07396	COG3531	O
3100541	40	44	0	35	38	1	64	DLM_2927	3100427	3101119	-	putative protein-disulfide isomerase	K07396	COG3531	O
3100577	2	4	0	4	0	0	5	DLM_2927	3100427	3101119	-	putative protein-disulfide isomerase	K07396	COG3531	O
3100605	3	5	0	1	5	0	8	DLM_2927	3100427	3101119	-	putative protein-disulfide isomerase	K07396	COG3531	O
3100636	268	304	6	218	199	7	423	DLM_2927	3100427	3101119	-	putative protein-disulfide isomerase	K07396	COG3531	O
3101048	286	283	9	162	156	10	425	DLM_2927	3100427	3101119	-	putative protein-disulfide isomerase	K07396	COG3531	O
3101067	626	676	51	483	520	9	1076	DLM_2927	3100427	3101119	-	putative protein-disulfide isomerase	K07396	COG3531	O
3101258	449	477	44	347	417	13	707	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101292	433	383	17	357	382	2	758	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101355	367	368	15	223	234	17	550	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101439	231	244	11	160	201	2	339	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101474	2687	2664	120	1849	1915	94	4093	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101717	1571	1552	124	930	1033	33	2315	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101720	335	387	13	224	245	20	538	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101744	1869	1833	95	1123	1188	93	2745	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101776	284	266	19	223	237	3	500	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101865	237	266	3	231	175	15	446	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101871	1070	1002	35	783	790	20	1748	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101894	1025	1056	56	812	582	24	1508	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101908	1	3	0	1	2	0	6	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3101982	572	547	34	455	524	27	963	DLM_2928	3101113	3101991	-	NA	NA	gloB	R
3102050	320	283	42	280	227	27	484								
3102092	160	176	10	86	84	4	274								
3102115	557	486	25	422	442	21	844								
3102122	109	120	0	76	86	4	206								
3102209	5	4	0	2	4	0	7	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3102298	346	303	36	433	352	44	525	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3102530	196	149	12	127	118	12	262	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3102542	328	305	7	279	203	20	520	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3102626	756	760	26	351	361	17	1047	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3102784	172	164	4	99	90	7	230	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3102894	315	385	27	181	158	5	466	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3102896	1619	1712	90	963	1110	42	2467	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3102968	2947	2873	224	2249	2666	114	4617	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3102987	792	828	18	526	658	20	1227	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3103032	393	399	17	319	338	20	658	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3103058	293	269	5	141	150	31	462	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3103082	991	847	5	407	490	24	1281	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3103143	1758	1507	34	1051	1222	49	2600	DLM_2929	3102142	3103365	-	two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]	K11444	COG2199	T
3103495	1903	1903	166	1250	1343	67	2951								
3103497	419	392	19	291	319	8	646								
3103696	141	134	4	107	101	6	216	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3103760	931	848	36	462	471	24	1318	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3103832	503	497	20	216	227	14	700	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3103954	6	8	1	10	8	0	6	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3104015	1820	1667	112	1398	1524	85	2940	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3104100	2	2	0	2	4	0	5	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3104245	149	140	13	122	123	0	217	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3104308	1440	1302	144	926	940	39	2048	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3104372	601	562	27	465	461	18	1161	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3104452	542	565	32	344	350	17	927	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3104455	1914	1650	88	987	1033	44	2767	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3104533	951	961	47	647	683	23	1562	DLM_2930	3103597	3104658	+	LysR family transcriptional regulator, glycine cleavage system transcriptional activator	K03566	lysR	K
3104912	7	2	0	2	2	0	2	DLM_2931	3104652	3105593	-	AraC family transcriptional regulator, transcriptional activator FtrA	K13633	COG4977	K
3105157	2200	2057	112	1469	1521	70	3446	DLM_2931	3104652	3105593	-	AraC family transcriptional regulator, transcriptional activator FtrA	K13633	COG4977	K
3105180	354	292	3	296	244	17	598	DLM_2931	3104652	3105593	-	AraC family transcriptional regulator, transcriptional activator FtrA	K13633	COG4977	K
3105214	861	649	106	430	475	14	1197	DLM_2931	3104652	3105593	-	AraC family transcriptional regulator, transcriptional activator FtrA	K13633	COG4977	K
3105271	2271	2140	191	1441	1538	62	3380	DLM_2931	3104652	3105593	-	AraC family transcriptional regulator, transcriptional activator FtrA	K13633	COG4977	K
3105283	1	0	0	0	1	0	8	DLM_2931	3104652	3105593	-	AraC family transcriptional regulator, transcriptional activator FtrA	K13633	COG4977	K
3105425	435	374	19	299	320	9	714	DLM_2931	3104652	3105593	-	AraC family transcriptional regulator, transcriptional activator FtrA	K13633	COG4977	K
3105554	257	216	8	172	149	5	431	DLM_2931	3104652	3105593	-	AraC family transcriptional regulator, transcriptional activator FtrA	K13633	COG4977	K
3105680	1471	1500	83	1143	987	36	2387								
3105712	2348	2349	195	1907	1733	97	4393								
3105815	26	28	0	37	25	0	50	DLM_2932	3105717	3106244	+	NA	NA	pncA	Q
3106369	1019	970	70	556	549	23	1324								
3106510	567	587	57	407	454	12	1009								
3106623	29	15	0	4	0	0	22	DLM_2933	3106512	3108038	-	fumarate hydratase, class I [EC:4.2.1.2]	K01676	fumA	C
3106732	22	16	0	5	0	0	33	DLM_2933	3106512	3108038	-	fumarate hydratase, class I [EC:4.2.1.2]	K01676	fumA	C
3106912	7	3	0	0	0	0	4	DLM_2933	3106512	3108038	-	fumarate hydratase, class I [EC:4.2.1.2]	K01676	fumA	C
3106915	15	4	0	1	1	0	25	DLM_2933	3106512	3108038	-	fumarate hydratase, class I [EC:4.2.1.2]	K01676	fumA	C
3107028	63	76	0	12	2	0	101	DLM_2933	3106512	3108038	-	fumarate hydratase, class I [EC:4.2.1.2]	K01676	fumA	C
3107817	64	49	0	6	2	0	109	DLM_2933	3106512	3108038	-	fumarate hydratase, class I [EC:4.2.1.2]	K01676	fumA	C
3107941	53	48	0	12	1	0	91	DLM_2933	3106512	3108038	-	fumarate hydratase, class I [EC:4.2.1.2]	K01676	fumA	C
3107971	7	1	0	1	0	0	10	DLM_2933	3106512	3108038	-	fumarate hydratase, class I [EC:4.2.1.2]	K01676	fumA	C
3107983	32	26	0	5	1	0	47	DLM_2933	3106512	3108038	-	fumarate hydratase, class I [EC:4.2.1.2]	K01676	fumA	C
3108065	12	8	0	3	0	0	13								
3108391	299	258	24	228	279	7	595	DLM_2934	3108132	3109418	-	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	arcB	T
3108479	178	164	20	135	181	2	433	DLM_2934	3108132	3109418	-	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	arcB	T
3108801	148	130	10	95	90	8	279	DLM_2934	3108132	3109418	-	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	arcB	T
3108917	682	618	58	386	383	5	1627	DLM_2934	3108132	3109418	-	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	arcB	T
3109470	628	566	102	463	540	10	992	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3109486	136	147	4	124	136	10	282	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3109518	1704	1482	74	1137	1114	57	2760	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3109561	605	572	44	442	441	15	1093	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3109664	100	88	0	66	70	3	146	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3109713	543	552	33	330	316	18	835	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3109992	211	190	26	137	156	0	379	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110005	411	350	23	258	270	21	557	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110029	4	3	0	2	1	0	3	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110087	487	429	31	333	344	12	742	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110134	185	173	15	184	198	2	402	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110204	148	156	11	106	93	2	221	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110249	957	848	56	698	813	46	1460	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110254	205	191	0	143	196	26	364	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110517	5474	5005	535	3292	3380	178	7868	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110519	642	657	89	464	460	16	1035	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110703	2436	2150	166	1708	1871	52	4152	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110742	346	272	8	147	163	8	426	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3110855	292	277	29	236	217	10	413	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3111102	185	194	15	152	157	13	310	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3111108	1718	1682	256	1258	1364	55	2840	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3111111	221	254	4	120	117	4	328	DLM_2935	3109463	3111187	-	diguanylate cyclase [EC:2.7.7.65]	K21021	ntrY	T
3111278	552	594	23	430	407	30	929	DLM_2936	3111191	3112228	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	potD	E
3111375	827	765	48	675	706	25	1190	DLM_2936	3111191	3112228	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	potD	E
3111522	228	180	38	146	181	8	305	DLM_2936	3111191	3112228	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	potD	E
3111588	1039	960	77	3350	3803	126	1817	DLM_2936	3111191	3112228	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	potD	E
3111591	1436	1556	133	979	1045	79	2289	DLM_2936	3111191	3112228	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	potD	E
3111825	1255	1110	123	809	833	48	1772	DLM_2936	3111191	3112228	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	potD	E
3111829	931	838	105	601	701	54	1429	DLM_2936	3111191	3112228	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	potD	E
3111960	460	506	13	380	377	17	903	DLM_2936	3111191	3112228	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	potD	E
3112214	337	307	6	235	232	19	553	DLM_2936	3111191	3112228	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	potD	E
3112271	119	98	15	105	94	4	213								
3112288	343	202	14	265	227	5	468								
3112898	619	736	17	449	425	25	1059								
3113041	579	523	68	246	255	18	653	DLM_2938	3112924	3114072	+	ammonium transporter, Amt family	K03320	amtB	P
3113240	1271	1221	87	817	921	93	1894	DLM_2938	3112924	3114072	+	ammonium transporter, Amt family	K03320	amtB	P
3113251	3	3	0	8	5	0	3	DLM_2938	3112924	3114072	+	ammonium transporter, Amt family	K03320	amtB	P
3113547	1021	955	46	601	594	41	1597	DLM_2938	3112924	3114072	+	ammonium transporter, Amt family	K03320	amtB	P
3113798	93	97	13	84	60	1	127	DLM_2938	3112924	3114072	+	ammonium transporter, Amt family	K03320	amtB	P
3113956	989	1095	60	700	811	18	1661	DLM_2938	3112924	3114072	+	ammonium transporter, Amt family	K03320	amtB	P
3114118	479	505	41	374	343	15	786								
3114310	828	812	40	609	559	43	1261	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114343	652	637	49	506	563	15	1100	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114396	218	189	29	154	170	14	342	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114613	6	5	0	3	1	0	5	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114626	837	844	83	632	613	57	1394	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114674	1877	1950	94	1221	1283	40	2991	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114676	113	108	6	51	50	1	171	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114701	2113	2126	130	1405	1390	69	3188	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114878	767	836	56	555	684	30	1303	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114944	1017	1043	78	670	812	47	1735	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114953	1536	1675	104	958	1042	63	2508	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3114955	209	204	9	158	184	9	370	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3115023	1055	935	56	665	713	29	1511	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3115403	565	633	17	372	373	32	1003	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3115466	2017	2199	112	1275	1473	92	3471	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3115516	46	43	5	52	51	3	96	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3115682	329	329	2	250	260	13	483	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3115835	5	7	0	2	2	0	2	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3115956	1240	1164	51	858	899	130	1811	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3116042	433	405	40	276	338	5	637	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3116111	190	203	20	165	141	4	329	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3116198	929	923	97	717	856	55	1398	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3116564	739	738	39	323	373	21	1064	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3116693	352	240	4	183	167	11	383	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3116696	610	567	18	369	371	40	825	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3116758	199	229	3	151	179	7	314	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3116794	356	310	13	194	258	5	445	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3117137	7	5	2	2	7	0	9	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3117387	318	347	10	234	234	21	546	DLM_2939	3114290	3117436	+	diguanylate cyclase [EC:2.7.7.65]	K21023	narQ	T
3117491	1028	1119	120	651	715	41	1707	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3117703	7	13	0	5	1	0	6	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3117784	841	816	45	489	490	50	1284	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3117836	3109	2969	186	1887	2067	116	4560	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3117941	3	2	0	2	1	0	4	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3118024	1040	1036	86	757	806	37	1524	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3118175	139	140	10	139	152	10	243	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3118268	1903	1886	76	1295	1310	62	2757	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3118307	1165	1255	98	3638	6042	13246	2083	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3118394	1	1	0	5	1	4	0	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3118403	129	115	4	57	60	5	179	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3118735	755	811	69	595	663	42	1331	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
3118742	2059	1973	118	1244	1386	76	3017	DLM_2940	3117451	3120594	-	diguanylate cyclase [EC:2.7.7.65]	K21023	fhlA	T
